4.2,6.9
17.9,9.2
9,9
5.1,7.1
13.8,6.4
0.1,2.4
0.2,-0.7
0.1,-2.5
0,-4.2
0,-4.3
0,-3.4
0.4,1.7
0.1,3
5,3.3
2.1,1.2
0.9,-0.1
0,-2.2
0,-2.1
0.3,-0.8
0,-1.1
0,1.9
11.7,8.7
8.5,6.7
0.6,10
0.6,5.8
4.7,8
0,2.5
0,3.7
0,6.1
1.9,8
0,5.4
3.8,5.8
0.2,6.4
0.9,9.4
6.9,9.3
0.6,8.7
3.6,9.3
10.8,5.3
9,2.4
8.4,9.8
3,9.7
2.4,8.2
1.8,6.1
0.6,5.4
2.4,9.9
7.2,12.2
1.2,11.2
0.6,9.2
21,8.8
1.2,8.4
0.6,7.5
6.1,8.7
4,10
5.8,5.4
1.5,4.3
1.5,5.4
7.7,4.5
0,3.2
0,4.3
8.4,7
1.4,8
1.5,9.1
0,10.5
0,7.6
1.5,6.7
0.3,6
0,5
0,4.6
0,7.1
0,9.1
8.1,7.2
1.8,7.6
0.6,10
0,11.8
2.7,11.9
1.5,8.3
1.5,8.1
3.3,10.8
0,10.8
0,11.7
0,9.4
4.2,9.7
3.3,6.1
12.6,5.6
0.3,6.5
0,8.1
3.3,8.7
3.9,7.6
2.1,10
5.7,10.7
2.7,10.5
1.8,9.4
2.1,8.8
7.5,10.2
13.2,11.1
4.8,13.5
0,17.3
0.9,16.6
2.1,14.8
0.9,12.3
0.6,10.4
3,12.3
0,15.4
0,16.9
0,12
10.8,8.3
10.8,7.1
6,5.7
0.6,6.7
11.7,7.4
3.9,6.5
1.8,5.7
0.6,5.3
1.5,5.4
3.3,5.4
1.8,5.8
6.3,8.2
1.8,11.2
0.3,13.3
0.6,12.6
2.1,16.1
0.6,19
6.9,18.1
7.8,12
8.1,11.5
1.2,11.8
0.3,13.5
0,13.8
0.3,12.1
0,13.2
0,14.8
0,15.8
0,18.2
0.9,18.4
0.9,20.1
1.5,17.2
4.2,16.1
9,15.8
0.3,17.1
6.9,15.7
1.8,15.5
8.4,17.4
19.5,15.7
0.9,15.1
7.2,14.5
11.7,15.1
3,16
9,14.6
6.6,13.6
13.2,15.2
1.5,14.2
2.1,14.4
0.9,16.2
2.1,14.2
0.6,13.7
0.6,15.9
2.1,13.6
0.6,12.7
0,13.5
0.6,13.5
0.3,12.7
15.9,11.1
3.6,11.5
2.1,11.1
0,13.4
3,14.9
9.3,14.3
4.2,14.1
5.1,15.7
12.9,15.3
0.3,15.7
6.3,15.4
3.9,16.4
0.3,16.2
0,17.7
0,19.2
0,21.6
0,23.8
0,23.6
0,18.3
2.1,18.5
8.7,17.7
6,15.6
3.6,14.8
7.2,12.9
2.7,15.3
0.9,14.3
1.8,16.5
3.9,14.4
0.6,16.7
22.5,21.2
5.1,19.7
0,17.3
23.4,13.7
1.5,13.9
0.3,15.8
1.5,18.6
14.4,18
0.9,18
0,19.9
0.3,22.8
0.3,23.8
11.1,20.9
0.6,18.7
11.1,18.8
0,17.9
2.1,17.6
4.8,19.2
0.3,18.3
0,18.5
0,19.7
0,23
0,22.2
2.3,19.2
0,19.3
0.2,19.6
0.1,17.7
0,19.6
0,21.8
6.6,19.6
0.1,19.5
2.3,19.7
0.2,18.8
0,22.2
0,23.7
0,26.2
0.2,21.9
0,21.3
6,18.9
1.9,19.4
0,19.1
0,17.1
16.1,18.3
1.1,15.8
0,17.4
1,19.5
15.2,19.4
3.5,16.3
0,16.2
0,17.9
0,21.1
0,21.4
0,18.2
0,18.4
0,21.6
6.8,22.6
2,19.6
3.7,18.1
0,20.7
12.3,21.3
0,20.3
0.7,19.7
0.5,15.9
12.1,13.8
28.7,11.1
0.2,9.9
0.4,10.5
0,10.7
0,12.3
0.7,13.8
0,16.2
0,16.3
0,16.6
0,17
0,17.1
0,17.4
2.3,17.3
2.6,14.4
0.6,14.5
13.9,15.2
16,12
2.4,9.9
0,9.5
20.7,10.7
22.8,12.4
2.5,10.6
0,9.3
0,8.9
0,8.7
0,9.8
0.4,14.2
2.6,15.5
8.7,13.6
8.1,11.9
0,8.2
0.6,7.7
7,9.4
0,7.7
0,8.2
0,13.8
5.4,16
0.1,16.2
11.6,14.2
0.7,14.4
11,14
10.5,11.6
0,10.7
0,10.1
0.1,13.4
0,13.9
0.2,12.4
2.1,10.6
7.2,12.4
0.4,12.6
0,11.9
0.2,9.1
0.2,9.9
0,6
0,6.6
0,5.4
0,5.9
0,5.3
0,4.2
0,5.4
0,8.1
9.7,9.4
4.4,8.1
0.1,6.8
0.3,9.3
0,7.6
1.1,7.2
13.6,7.1
13.9,4.6
16.2,3
5.7,1.2
2.9,0.7
14.1,0.9
17.5,2.4
6.5,11.7
11.3,12.4
2.6,7.4
15.4,7.1
0.6,7.1
0,3.7
0,3
0.8,4.3
5,8.3
1.8,5.6
0.2,2.7
13.1,4.5
31.6,7.7
12,6.8
1.2,5.9
2.5,5.2
0.8,4.7
0.2,3.5
0.3,2.5
0.1,1.4
1.7,1.8
1.2,5.5
1.4,9.8
0.4,8.3
2.4,9.2
17.6,8.5
2.2,4.5
6.5,7
13.2,5
3.4,4.9
1.3,3.2
0.9,7
0.1,6.7
0,3.1
0,-0.2
1,1.3
0,3.9
0,2.8
